family	building	place	element	value_original	unit_original	value_m	parse	source	confidence	quote
timber_roof	(north aisle roof, leaf 186)	(unstated)	truss spacing	14 0	ft in	4.267	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	Curved Braces scantling	7.5 in x 6.75 in	in	0.191	scantling max face (in)	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	roof span	11 0.5	ft in	3.366	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	truss spacing	14 0	ft in	4.267	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	Purlin scantling	11 in x 10 in	in	0.279	scantling max face (in)	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	Bramford Church (south aisle)	Suffolk	roof span	11 5	ft in	3.480	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	truss spacing	13 9	ft in	4.191	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	Principal Rafters scantling	11.5 in x 10 in	in	0.292	scantling max face (in)	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	roof span	11 5	ft in	3.480	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	truss spacing	13 9	ft in	4.191	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	Common Rafters scantling	7 in x 3 in	in	0.178	scantling max face (in)	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	roof span	11 5	ft in	3.480	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	truss spacing	13 9	ft in	4.191	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	Wall-piece scantling	11.5 in x 8.5 in	in	0.292	scantling max face (in)	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	roof span	11 5	ft in	3.480	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	truss spacing	13 9	ft in	4.191	ft in pair	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	Bramford Church (south aisle)	Suffolk	Purlin scantling	11.5 in x 7 in	in	0.292	scantling max face (in)	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
timber_roof	(south aisle roof, leaf 182)	(unstated)	roof span	11 10.5	ft in	3.620	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	truss spacing	9 7	ft in	2.921	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	Principal Rafters scantling	12 in x 10.5 in	in	0.305	scantling max face (in)	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	roof span	11 10.5	ft in	3.620	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	truss spacing	9 7	ft in	2.921	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	Common Rafters scantling	6 in x 4.5 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	roof span	11 10.5	ft in	3.620	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	truss spacing	9 7	ft in	2.921	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	Purlin scantling	8 in x 6 in	in	0.203	scantling max face (in)	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	roof span	11 10.5	ft in	3.620	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	truss spacing	9 7	ft in	2.921	ft in pair	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
timber_roof	(south aisle roof, leaf 182)	(unstated)	Wall-piece scantling	7.5 in x 5.5 in	in	0.191	scantling max face (in)	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
