source_manifest	canonical_element	building	element_as_written	value	unit	value_m	source	evidence	quote
building_dimensions_v1.tsv	bay_spacing	Bacton Church	truss spacing	6 4.5	ft in	1.943	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
building_dimensions_v1.tsv	member_section	Bacton Church	Purlin scantling	8.5 in x 6.5 in	in	0.216	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
building_dimensions_v1.tsv	roof_span	Bacton Church	roof span	19 4	ft in	5.893	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
building_dimensions_v1.tsv	bay_spacing	Bacton Church	truss spacing	6 4.5	ft in	1.943	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
building_dimensions_v1.tsv	member_section	Bacton Church	Depth of Cornice scantling	3 ft 0 in x 	in	0.914	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
building_dimensions_v1.tsv	roof_span	(north aisle roof, leaf 186)	roof span	11 0.5	ft in	3.366	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	bay_spacing	(north aisle roof, leaf 186)	truss spacing	14 0	ft in	4.267	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	member_section	(north aisle roof, leaf 186)	Principal Rafters scantling	11 in x 10.5 in	in	0.279	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	roof_span	(north aisle roof, leaf 186)	roof span	11 0.5	ft in	3.366	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	bay_spacing	(north aisle roof, leaf 186)	truss spacing	14 0	ft in	4.267	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	member_section	(north aisle roof, leaf 186)	Common Rafters scantling	8 in x 4 in	in	0.203	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	roof_span	(north aisle roof, leaf 186)	roof span	11 0.5	ft in	3.366	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	bay_spacing	(north aisle roof, leaf 186)	truss spacing	14 0	ft in	4.267	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	member_section	(north aisle roof, leaf 186)	Curved Braces scantling	7.5 in x 6.75 in	in	0.191	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	roof_span	(north aisle roof, leaf 186)	roof span	11 0.5	ft in	3.366	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	bay_spacing	(north aisle roof, leaf 186)	truss spacing	14 0	ft in	4.267	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	member_section	(north aisle roof, leaf 186)	Purlin scantling	11 in x 10 in	in	0.279	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
building_dimensions_v1.tsv	roof_span	Bramford Church (south aisle)	roof span	11 5	ft in	3.480	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	bay_spacing	Bramford Church (south aisle)	truss spacing	13 9	ft in	4.191	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	member_section	Bramford Church (south aisle)	Principal Rafters scantling	11.5 in x 10 in	in	0.292	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	roof_span	Bramford Church (south aisle)	roof span	11 5	ft in	3.480	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	bay_spacing	Bramford Church (south aisle)	truss spacing	13 9	ft in	4.191	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	member_section	Bramford Church (south aisle)	Common Rafters scantling	7 in x 3 in	in	0.178	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	roof_span	Bramford Church (south aisle)	roof span	11 5	ft in	3.480	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	bay_spacing	Bramford Church (south aisle)	truss spacing	13 9	ft in	4.191	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	member_section	Bramford Church (south aisle)	Wall-piece scantling	11.5 in x 8.5 in	in	0.292	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	roof_span	Bramford Church (south aisle)	roof span	11 5	ft in	3.480	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	bay_spacing	Bramford Church (south aisle)	truss spacing	13 9	ft in	4.191	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	member_section	Bramford Church (south aisle)	Purlin scantling	11.5 in x 7 in	in	0.292	Brandon 1849	VERIFIED	Second aisle case: narrow span, very wide truss spacing. Description notes carved figures of angels 'the heads of which have been sawn off' — iconoclast damage, useful for a weathering/defacement pass.
building_dimensions_v1.tsv	roof_span	(south aisle roof, leaf 182)	roof span	11 10.5	ft in	3.620	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	bay_spacing	(south aisle roof, leaf 182)	truss spacing	9 7	ft in	2.921	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	member_section	(south aisle roof, leaf 182)	Principal Rafters scantling	12 in x 10.5 in	in	0.305	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	roof_span	(south aisle roof, leaf 182)	roof span	11 10.5	ft in	3.620	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	bay_spacing	(south aisle roof, leaf 182)	truss spacing	9 7	ft in	2.921	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	member_section	(south aisle roof, leaf 182)	Common Rafters scantling	6 in x 4.5 in	in	0.152	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	roof_span	(south aisle roof, leaf 182)	roof span	11 10.5	ft in	3.620	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	bay_spacing	(south aisle roof, leaf 182)	truss spacing	9 7	ft in	2.921	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	member_section	(south aisle roof, leaf 182)	Purlin scantling	8 in x 6 in	in	0.203	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	roof_span	(south aisle roof, leaf 182)	roof span	11 10.5	ft in	3.620	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	bay_spacing	(south aisle roof, leaf 182)	truss spacing	9 7	ft in	2.921	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
building_dimensions_v1.tsv	member_section	(south aisle roof, leaf 182)	Wall-piece scantling	7.5 in x 5.5 in	in	0.191	Brandon 1849	VERIFIED	Third aisle case. Same page notes the chancel is nearly 20 ft wide. Spacing row printed 'centre to centre of principal Truss'.
fantasy_building_dimensions_v1.tsv	diameter	round flanking tower (Carcassonne, inner enceinte, south front)	tower external diameter, measured above the talus	6.00	m	6.000	"Viollet-le-Duc, Dictionnaire raisonné, ""Meurtrière"", fig. 3"	measured	Au-dessus de l’empattement ou talus, cette tour ayant 6 m ,00 de diamètre et ses murs 1 m , 20, à 2 m ,20 environ de la circonférence AB , on a tracé l’arc de cercle CD
fantasy_building_dimensions_v1.tsv	wall_thickness	round flanking tower (Carcassonne, inner enceinte, south front)	wall thickness, at the three loop-pierced storeys above the talus	1.20	m	1.200	"Viollet-le-Duc, Dictionnaire raisonné, ""Meurtrière"", fig. 3"	measured	Au-dessus de l’empattement ou talus, cette tour ayant 6 m ,00 de diamètre et ses murs 1 m , 20, à 2 m ,20 environ de la circonférence AB , on a tracé l’arc de cercle CD
fantasy_building_dimensions_v1.tsv	storey_height	round flanking tower (Carcassonne, inner enceinte, south front)	storey count: three floors plus the crenellated stage	3 storeys + 1 crenellated stage	count		"Viollet-le-Duc, Dictionnaire raisonné, ""Meurtrière"", fig. 3"	measured	Voici ( 3 ) le tracé d’une tour à trois étages, plus l’étage crénelé, comme la plupart de celles qui flanquent l’enceinte intérieure de la cité de Carcassonne , du côté méridional.
fantasy_building_dimensions_v1.tsv	ratio_or_rule	round flanking tower — arrow-loop setting-out	radius offset of the setting-out arc CD inside the tower circumference (step 1 of the loop-layout rule)	2.20	m	2.200	"Viollet-le-Duc, Dictionnaire raisonné, ""Meurtrière"", fig. 3"	author-rule	à 2 m ,20 environ de la circonférence AB , on a tracé l’arc de cercle CD ; divisant cet arc de cercle en 16 parties égales, oe , ef , fg , gh , etc.
fantasy_building_dimensions_v1.tsv	ratio_or_rule	round flanking tower — arrow-loop setting-out	divisions: setting-out arc CD into 16 equal parts, tower outer circumference into 8 equal parts (steps 2-3 of the loop-layout rule)	16 / 8	count		"Viollet-le-Duc, Dictionnaire raisonné, ""Meurtrière"", fig. 3"	author-rule	divisant cet arc de cercle en 16 parties égales, oe , ef , fg , gh , etc. ; prenant sur le parement de la tour les points p à 0 m ,30 du parement de la courtine, on a divisé la circonférence externe de cette tour en 8 parties égales.
fantasy_building_dimensions_v1.tsv	ratio_or_rule	round flanking tower — arrow-loop setting-out	offset of sight-line origin points p from the curtain face (step 4 of the loop-layout rule)	0.30	m	0.300	"Viollet-le-Duc, Dictionnaire raisonné, ""Meurtrière"", fig. 3"	author-rule	prenant sur le parement de la tour les points p à 0 m ,30 du parement de la courtine, on a divisé la circonférence externe de cette tour en 8 parties égales.
